timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-09-28T13:49:34,codecarbon,5d4b7e51-95b6-4799-8bed-dafb131d25b3,6.202357053756714,2.159531650662422e-06,3.4817918928972535e-07,42.5,0.0,3.0,7.321822047233583e-05,0,5.167683362960815e-06,7.838590383529663e-05,Norway,NOR,trøndelag,,,macOS-10.16-x86_64-i386-64bit,3.9.1,2.3.1,4,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,,,10.4012,63.4277,8.0,machine,N,1.0
2023-09-28T13:50:53,codecarbon,718c8906-45be-4ed4-87e4-aae5efd6dea5,7.042057991027832,2.4519961850163016e-06,3.481931259498784e-07,42.5,0.0,3.0,8.3133658932315e-05,0,5.868017474810282e-06,8.900167640712528e-05,Norway,NOR,trøndelag,,,macOS-10.16-x86_64-i386-64bit,3.9.1,2.3.1,4,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,,,10.4012,63.4277,8.0,machine,N,1.0
2023-09-28T13:51:36,codecarbon,73219848-3508-4a88-a3d5-20e0df716931,7.194244861602783,2.504955850001839e-06,3.48188850698052e-07,42.5,0.0,3.0,8.492928213543363e-05,0,5.994705160458882e-06,9.092398729589253e-05,Norway,NOR,trøndelag,,,macOS-10.16-x86_64-i386-64bit,3.9.1,2.3.1,4,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,,,10.4012,63.4277,8.0,machine,N,1.0
2023-09-28T13:53:14,codecarbon,fcb39e83-75f4-44b3-a650-b2ca48129132,6.303838014602661,2.194943373176787e-06,3.4819158869442126e-07,42.5,0.0,3.0,7.441847754849328e-05,0,5.252788265546163e-06,7.967126581403944e-05,Norway,NOR,trøndelag,,,macOS-10.16-x86_64-i386-64bit,3.9.1,2.3.1,4,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,,,10.4012,63.4277,8.0,machine,N,1.0
